MCC,MWT Cat Mapping,sub_category,Master Category,Citi Bank Category
1746,not provided,Others,Transfer out,Contracted Services
1747,not provided,Others,Transfer out,Contracted Services
1748,not provided,Others,Transfer out,Contracted Services
1749,not provided,Others,Transfer out,Contracted Services
1750,CARPENTRY,Carpentry,Transfer out,Contracted Services
1751,not provided,Others,Transfer out,Contracted Services
1752,not provided,Others,Transfer out,Contracted Services
1753,not provided,Others,Transfer out,Contracted Services
1754,not provided,Others,Transfer out,Contracted Services
1755,not provided,Others,Transfer out,Contracted Services
1756,not provided,Others,Transfer out,Contracted Services
1757,not provided,Others,Transfer out,Contracted Services
1758,not provided,Others,Transfer out,Contracted Services
1759,not provided,Others,Transfer out,Contracted Services
1760,not provided,Others,Transfer out,Contracted Services
1761,"ROOFING, SHEET METAL WORK, OR SIDING -- CONTRACTORS",Masonry,Transfer out,Contracted Services
1762,not provided,Others,Transfer out,Contracted Services
1763,not provided,Others,Transfer out,Contracted Services
1764,not provided,Others,Transfer out,Contracted Services
1765,not provided,Others,Transfer out,Contracted Services
1766,not provided,Others,Transfer out,Contracted Services
1767,not provided,Others,Transfer out,Contracted Services
1768,not provided,Others,Transfer out,Contracted Services
1769,not provided,Others,Transfer out,Contracted Services
1770,not provided,Others,Transfer out,Contracted Services
1771,CONTRACTORS -- CONCRETE WORK,Masonry,Transfer out,Contracted Services
1772,not provided,Others,Transfer out,Contracted Services
1773,not provided,Others,Transfer out,Contracted Services
1774,not provided,Others,Transfer out,Contracted Services
1775,not provided,Others,Transfer out,Contracted Services
1776,not provided,Others,Transfer out,Contracted Services
1777,not provided,Others,Transfer out,Contracted Services
1778,not provided,Others,Transfer out,Contracted Services
1779,not provided,Others,Transfer out,Contracted Services
1780,not provided,Others,Transfer out,Contracted Services
1781,not provided,Others,Transfer out,Contracted Services
1782,not provided,Others,Transfer out,Contracted Services
1783,not provided,Others,Transfer out,Contracted Services
1784,not provided,Others,Transfer out,Contracted Services
1785,not provided,Others,Transfer out,Contracted Services
1786,not provided,Others,Transfer out,Contracted Services
1787,not provided,Others,Transfer out,Contracted Services
1788,not provided,Others,Transfer out,Contracted Services
1789,not provided,Others,Transfer out,Contracted Services
1790,not provided,Others,Transfer out,Contracted Services
1791,not provided,Others,Transfer out,Contracted Services
1792,not provided,Others,Transfer out,Contracted Services
1793,not provided,Others,Transfer out,Contracted Services
1794,not provided,Others,Transfer out,Contracted Services
1795,not provided,Others,Transfer out,Contracted Services
1796,not provided,Others,Transfer out,Contracted Services
1797,not provided,Others,Transfer out,Contracted Services
1798,not provided,Others,Transfer out,Contracted Services
1799,SPECIAL TRADE CONTRACTORS,Others,Transfer out,Contracted Services
1800,not provided,Others,Transfer out,Contracted Services
1801,not provided,Others,Transfer out,Contracted Services
1802,not provided,Others,Transfer out,Contracted Services
1803,not provided,Others,Transfer out,Contracted Services
1804,not provided,Others,Transfer out,Contracted Services
1805,not provided,Others,Transfer out,Contracted Services
1806,not provided,Others,Transfer out,Contracted Services
1807,not provided,Others,Transfer out,Contracted Services
1808,not provided,Others,Transfer out,Contracted Services
1809,not provided,Others,Transfer out,Contracted Services
1810,not provided,Others,Transfer out,Contracted Services
1811,not provided,Others,Transfer out,Contracted Services
1812,not provided,Others,Transfer out,Contracted Services
1813,not provided,Others,Transfer out,Contracted Services
1814,not provided,Others,Transfer out,Contracted Services
1815,not provided,Others,Transfer out,Contracted Services
1816,not provided,Others,Transfer out,Contracted Services
1817,not provided,Others,Transfer out,Contracted Services
1818,not provided,Others,Transfer out,Contracted Services
1819,not provided,Others,Transfer out,Contracted Services
1820,not provided,Others,Transfer out,Contracted Services
1821,not provided,Others,Transfer out,Contracted Services
1822,not provided,Others,Transfer out,Contracted Services
1823,not provided,Others,Transfer out,Contracted Services
1824,not provided,Others,Transfer out,Contracted Services
1825,not provided,Others,Transfer out,Contracted Services
1826,not provided,Others,Transfer out,Contracted Services
1827,not provided,Others,Transfer out,Contracted Services
1828,not provided,Others,Transfer out,Contracted Services
1829,not provided,Others,Transfer out,Contracted Services
1830,not provided,Others,Transfer out,Contracted Services
1831,not provided,Others,Transfer out,Contracted Services
1832,not provided,Others,Transfer out,Contracted Services
1833,not provided,Others,Transfer out,Contracted Services
1834,not provided,Others,Transfer out,Contracted Services
1835,not provided,Others,Transfer out,Contracted Services
1836,not provided,Others,Transfer out,Contracted Services
1837,not provided,Others,Transfer out,Contracted Services
1838,not provided,Others,Transfer out,Contracted Services
1839,not provided,Others,Transfer out,Contracted Services
1840,not provided,Others,Transfer out,Contracted Services
1841,not provided,Others,Transfer out,Contracted Services
1842,not provided,Others,Transfer out,Contracted Services
1843,not provided,Others,Transfer out,Contracted Services
1844,not provided,Others,Transfer out,Contracted Services
1845,not provided,Others,Transfer out,Contracted Services
1846,not provided,Others,Transfer out,Contracted Services
1847,not provided,Others,Transfer out,Contracted Services
1848,not provided,Others,Transfer out,Contracted Services
1849,not provided,Others,Transfer out,Contracted Services
1850,not provided,Others,Transfer out,Contracted Services
1851,not provided,Others,Transfer out,Contracted Services
1852,not provided,Others,Transfer out,Contracted Services
1853,not provided,Others,Transfer out,Contracted Services
1854,not provided,Others,Transfer out,Contracted Services
1855,not provided,Others,Transfer out,Contracted Services
1856,not provided,Others,Transfer out,Contracted Services
1857,not provided,Others,Transfer out,Contracted Services
1858,not provided,Others,Transfer out,Contracted Services
1859,not provided,Others,Transfer out,Contracted Services
1860,not provided,Others,Transfer out,Contracted Services
1861,not provided,Others,Transfer out,Contracted Services
1862,not provided,Others,Transfer out,Contracted Services
1863,not provided,Others,Transfer out,Contracted Services
1864,not provided,Others,Transfer out,Contracted Services
1865,not provided,Others,Transfer out,Contracted Services
1866,not provided,Others,Transfer out,Contracted Services
1867,not provided,Others,Transfer out,Contracted Services
1868,not provided,Others,Transfer out,Contracted Services
1869,not provided,Others,Transfer out,Contracted Services
1870,not provided,Others,Transfer out,Contracted Services
1871,not provided,Others,Transfer out,Contracted Services
1872,not provided,Others,Transfer out,Contracted Services
1873,not provided,Others,Transfer out,Contracted Services
1874,not provided,Others,Transfer out,Contracted Services
1875,not provided,Others,Transfer out,Contracted Services
1876,not provided,Others,Transfer out,Contracted Services
1877,not provided,Others,Transfer out,Contracted Services
1878,not provided,Others,Transfer out,Contracted Services
1879,not provided,Others,Transfer out,Contracted Services
1880,not provided,Others,Transfer out,Contracted Services
1881,not provided,Others,Transfer out,Contracted Services
1882,not provided,Others,Transfer out,Contracted Services
1883,not provided,Others,Transfer out,Contracted Services
1884,not provided,Others,Transfer out,Contracted Services
1885,not provided,Others,Transfer out,Contracted Services
1886,not provided,Others,Transfer out,Contracted Services
1887,not provided,Others,Transfer out,Contracted Services
1888,not provided,Others,Transfer out,Contracted Services
1889,not provided,Others,Transfer out,Contracted Services
1890,not provided,Others,Transfer out,Contracted Services
1891,not provided,Others,Transfer out,Contracted Services
1892,not provided,Others,Transfer out,Contracted Services
1893,not provided,Others,Transfer out,Contracted Services
1894,not provided,Others,Transfer out,Contracted Services
1895,not provided,Others,Transfer out,Contracted Services
1896,not provided,Others,Transfer out,Contracted Services
1897,not provided,Others,Transfer out,Contracted Services
1898,not provided,Others,Transfer out,Contracted Services
1899,not provided,Others,Transfer out,Contracted Services
1900,not provided,Others,Transfer out,Contracted Services
1901,not provided,Others,Transfer out,Contracted Services
1902,not provided,Others,Transfer out,Contracted Services
1903,not provided,Others,Transfer out,Contracted Services
1904,not provided,Others,Transfer out,Contracted Services
1905,not provided,Others,Transfer out,Contracted Services
1906,not provided,Others,Transfer out,Contracted Services
1907,not provided,Others,Transfer out,Contracted Services
1908,not provided,Others,Transfer out,Contracted Services
1909,not provided,Others,Transfer out,Contracted Services
1910,not provided,Others,Transfer out,Contracted Services
1911,not provided,Others,Transfer out,Contracted Services
1912,not provided,Others,Transfer out,Contracted Services
1913,not provided,Others,Transfer out,Contracted Services
1914,not provided,Others,Transfer out,Contracted Services
1915,not provided,Others,Transfer out,Contracted Services
1916,not provided,Others,Transfer out,Contracted Services
1917,not provided,Others,Transfer out,Contracted Services
1918,not provided,Others,Transfer out,Contracted Services
1919,not provided,Others,Transfer out,Contracted Services
